Codigo_dpto,dpto,Codigo_prov,Prov,Codigo_dist,dist
05, Ayacucho,11, Vilcas Huamán,01, Vilcas Huaman
05, Ayacucho,11, Vilcas Huamán,02, Accomarca
05, Ayacucho,11, Vilcas Huamán,03, Carhuanca
05, Ayacucho,11, Vilcas Huamán,04, Concepción
05, Ayacucho,11, Vilcas Huamán,05, Huambalpa
05, Ayacucho,11, Vilcas Huamán,06, Independencia
05, Ayacucho,11, Vilcas Huamán,07, Saurama
05, Ayacucho,11, Vilcas Huamán,08, Vischongo
06, Cajamarca,01, Cajamarca,01, Cajamarca
06, Cajamarca,01, Cajamarca,02, Asunción
06, Cajamarca,01, Cajamarca,03, Chetilla
06, Cajamarca,01, Cajamarca,04, Cospan
06, Cajamarca,01, Cajamarca,05, Encañada
06, Cajamarca,01, Cajamarca,06, Jesús
06, Cajamarca,01, Cajamarca,07, Llacanora
06, Cajamarca,01, Cajamarca,08, Los Baños del Inca
06, Cajamarca,01, Cajamarca,09, Magdalena
06, Cajamarca,01, Cajamarca,10, Matara
06, Cajamarca,01, Cajamarca,11, Namora
06, Cajamarca,01, Cajamarca,12, San Juan
06, Cajamarca,02, Cajabamba,01, Cajabamba
06, Cajamarca,02, Cajabamba,02, Cachachi
06, Cajamarca,02, Cajabamba,03, Condebamba
06, Cajamarca,02, Cajabamba,04, Sitacocha
06, Cajamarca,03, Celendín,01, Celendín
06, Cajamarca,03, Celendín,02, Chumuch
06, Cajamarca,03, Celendín,03, Cortegana
06, Cajamarca,03, Celendín,04, Huasmin
06, Cajamarca,03, Celendín,05, Jorge Chávez
06, Cajamarca,03, Celendín,06, José Gálvez
06, Cajamarca,03, Celendín,07, Miguel Iglesias
06, Cajamarca,03, Celendín,08, Oxamarca
06, Cajamarca,03, Celendín,09, Sorochuco
06, Cajamarca,03, Celendín,10, Sucre
06, Cajamarca,03, Celendín,11, Utco
06, Cajamarca,03, Celendín,12, La Libertad de Pallan
06, Cajamarca,04, Chota,01, Chota
06, Cajamarca,04, Chota,02, Anguia
06, Cajamarca,04, Chota,03, Chadin
06, Cajamarca,04, Chota,04, Chiguirip
06, Cajamarca,04, Chota,05, Chimban
06, Cajamarca,04, Chota,06, Choropampa
06, Cajamarca,04, Chota,07, Cochabamba
06, Cajamarca,04, Chota,08, Conchan
06, Cajamarca,04, Chota,09, Huambos
06, Cajamarca,04, Chota,10, Lajas
06, Cajamarca,04, Chota,11, Llama
06, Cajamarca,04, Chota,12, Miracosta
06, Cajamarca,04, Chota,13, Paccha
06, Cajamarca,04, Chota,14, Pion
06, Cajamarca,04, Chota,15, Querocoto
06, Cajamarca,04, Chota,16, San Juan de Licupis
06, Cajamarca,04, Chota,17, Tacabamba
06, Cajamarca,04, Chota,18, Tocmoche
06, Cajamarca,04, Chota,19, Chalamarca
06, Cajamarca,05, Contumazá,01, Contumaza
06, Cajamarca,05, Contumazá,02, Chilete
06, Cajamarca,05, Contumazá,03, Cupisnique
06, Cajamarca,05, Contumazá,04, Guzmango
06, Cajamarca,05, Contumazá,05, San Benito
06, Cajamarca,05, Contumazá,06, Santa Cruz de Toledo
06, Cajamarca,05, Contumazá,07, Tantarica
06, Cajamarca,05, Contumazá,08, Yonan
06, Cajamarca,06, Cutervo,01, Cutervo
06, Cajamarca,06, Cutervo,02, Callayuc
06, Cajamarca,06, Cutervo,03, Choros
06, Cajamarca,06, Cutervo,04, Cujillo
06, Cajamarca,06, Cutervo,05, La Ramada
06, Cajamarca,06, Cutervo,06, Pimpingos
06, Cajamarca,06, Cutervo,07, Querocotillo
06, Cajamarca,06, Cutervo,08, San Andrés de Cutervo
06, Cajamarca,06, Cutervo,09, San Juan de Cutervo
06, Cajamarca,06, Cutervo,10, San Luis de Lucma
06, Cajamarca,06, Cutervo,11, Santa Cruz
06, Cajamarca,06, Cutervo,12, Santo Domingo de la Capilla
06, Cajamarca,06, Cutervo,13, Santo Tomas
06, Cajamarca,06, Cutervo,14, Socota
06, Cajamarca,06, Cutervo,15, Toribio Casanova
06, Cajamarca,07, Hualgayoc,01, Bambamarca
06, Cajamarca,07, Hualgayoc,02, Chugur
06, Cajamarca,07, Hualgayoc,03, Hualgayoc
06, Cajamarca,08, Jaén,01, Jaén
06, Cajamarca,08, Jaén,02, Bellavista
06, Cajamarca,08, Jaén,03, Chontali
06, Cajamarca,08, Jaén,04, Colasay
06, Cajamarca,08, Jaén,05, Huabal
06, Cajamarca,08, Jaén,06, Las Pirias
06, Cajamarca,08, Jaén,07, Pomahuaca
06, Cajamarca,08, Jaén,08, Pucara
06, Cajamarca,08, Jaén,09, Sallique
06, Cajamarca,08, Jaén,10, San Felipe
06, Cajamarca,08, Jaén,11, San José del Alto
06, Cajamarca,08, Jaén,12, Santa Rosa
06, Cajamarca,09, San Ignacio,01, San Ignacio
06, Cajamarca,09, San Ignacio,02, Chirinos
06, Cajamarca,09, San Ignacio,03, Huarango
06, Cajamarca,09, San Ignacio,04, La Coipa
06, Cajamarca,09, San Ignacio,05, Namballe
06, Cajamarca,09, San Ignacio,06, San José de Lourdes
06, Cajamarca,09, San Ignacio,07, Tabaconas
06, Cajamarca,10, San Marcos,01, Pedro Gálvez
06, Cajamarca,10, San Marcos,02, Chancay
06, Cajamarca,10, San Marcos,03, Eduardo Villanueva
06, Cajamarca,10, San Marcos,04, Gregorio Pita
06, Cajamarca,10, San Marcos,05, Ichocan
06, Cajamarca,10, San Marcos,06, José Manuel Quiroz
06, Cajamarca,10, San Marcos,07, José Sabogal
06, Cajamarca,11, San Miguel,01, San Miguel
06, Cajamarca,11, San Miguel,02, Bolívar
06, Cajamarca,11, San Miguel,03, Calquis
06, Cajamarca,11, San Miguel,04, Catilluc
06, Cajamarca,11, San Miguel,05, El Prado
06, Cajamarca,11, San Miguel,06, La Florida
06, Cajamarca,11, San Miguel,07, Llapa
06, Cajamarca,11, San Miguel,08, Nanchoc
06, Cajamarca,11, San Miguel,09, Niepos
06, Cajamarca,11, San Miguel,10, San Gregorio
06, Cajamarca,11, San Miguel,11, San Silvestre de Cochan
06, Cajamarca,11, San Miguel,12, Tongod
06, Cajamarca,11, San Miguel,13, Unión Agua Blanca
06, Cajamarca,12, San Pablo,01, San Pablo
06, Cajamarca,12, San Pablo,02, San Bernardino
06, Cajamarca,12, San Pablo,03, San Luis
06, Cajamarca,12, San Pablo,04, Tumbaden
06, Cajamarca,13, Santa Cruz,01, Santa Cruz
06, Cajamarca,13, Santa Cruz,02, Andabamba
06, Cajamarca,13, Santa Cruz,03, Catache
06, Cajamarca,13, Santa Cruz,04, Chancaybaños
06, Cajamarca,13, Santa Cruz,05, La Esperanza
06, Cajamarca,13, Santa Cruz,06, Ninabamba
06, Cajamarca,13, Santa Cruz,07, Pulan
06, Cajamarca,13, Santa Cruz,08, Saucepampa
06, Cajamarca,13, Santa Cruz,09, Sexi
06, Cajamarca,13, Santa Cruz,10, Uticyacu
06, Cajamarca,13, Santa Cruz,11, Yauyucan
07, Callao,01, Prov. Const. del Callao,01, Callao
07, Callao,01, Prov. Const. del Callao,02, Bellavista
07, Callao,01, Prov. Const. del Callao,03, Carmen de la Legua Reynoso
07, Callao,01, Prov. Const. del Callao,04, La Perla
07, Callao,01, Prov. Const. del Callao,05, La Punta
07, Callao,01, Prov. Const. del Callao,06, Ventanilla
07, Callao,01, Prov. Const. del Callao,07, Mi Perú
08, Cusco,01, Cusco,01, Cusco
08, Cusco,01, Cusco,02, Ccorca
08, Cusco,01, Cusco,03, Poroy
08, Cusco,01, Cusco,04, San Jerónimo
08, Cusco,01, Cusco,05, San Sebastian
08, Cusco,01, Cusco,06, Santiago
08, Cusco,01, Cusco,07, Saylla
08, Cusco,01, Cusco,08, Wanchaq
08, Cusco,02, Acomayo,01, Acomayo
08, Cusco,02, Acomayo,02, Acopia
08, Cusco,02, Acomayo,03, Acos
08, Cusco,02, Acomayo,04, Mosoc Llacta
08, Cusco,02, Acomayo,05, Pomacanchi
08, Cusco,02, Acomayo,06, Rondocan
08, Cusco,02, Acomayo,07, Sangarara
08, Cusco,03, Anta,01, Anta
08, Cusco,03, Anta,02, Ancahuasi
08, Cusco,03, Anta,03, Cachimayo
08, Cusco,03, Anta,04, Chinchaypujio
08, Cusco,03, Anta,05, Huarocondo
08, Cusco,03, Anta,06, Limatambo
08, Cusco,03, Anta,07, Mollepata
08, Cusco,03, Anta,08, Pucyura
08, Cusco,03, Anta,09, Zurite
08, Cusco,04, Calca,01, Calca
08, Cusco,04, Calca,02, Coya
08, Cusco,04, Calca,03, Lamay
08, Cusco,04, Calca,04, Lares
08, Cusco,04, Calca,05, Pisac
08, Cusco,04, Calca,06, San Salvador
08, Cusco,04, Calca,07, Taray
08, Cusco,04, Calca,08, Yanatile
08, Cusco,05, Canas,01, Yanaoca
08, Cusco,05, Canas,02, Checca
08, Cusco,05, Canas,03, Kunturkanki
08, Cusco,05, Canas,04, Langui
08, Cusco,05, Canas,05, Layo
08, Cusco,05, Canas,06, Pampamarca
08, Cusco,05, Canas,07, Quehue
08, Cusco,05, Canas,08, Tupac Amaru
08, Cusco,06, Canchis,01, Sicuani
08, Cusco,06, Canchis,02, Checacupe
08, Cusco,06, Canchis,03, Combapata
08, Cusco,06, Canchis,04, Marangani
08, Cusco,06, Canchis,05, Pitumarca
08, Cusco,06, Canchis,06, San Pablo
08, Cusco,06, Canchis,07, San Pedro
08, Cusco,06, Canchis,08, Tinta
08, Cusco,07, Chumbivilcas,01, Santo Tomas
08, Cusco,07, Chumbivilcas,02, Capacmarca
08, Cusco,07, Chumbivilcas,03, Chamaca
08, Cusco,07, Chumbivilcas,04, Colquemarca
08, Cusco,07, Chumbivilcas,05, Livitaca
08, Cusco,07, Chumbivilcas,06, Llusco
08, Cusco,07, Chumbivilcas,07, Quiñota
08, Cusco,07, Chumbivilcas,08, Velille
08, Cusco,08, Espinar,01, Espinar
08, Cusco,08, Espinar,02, Condoroma
08, Cusco,08, Espinar,03, Coporaque
08, Cusco,08, Espinar,04, Ocoruro
08, Cusco,08, Espinar,05, Pallpata
08, Cusco,08, Espinar,06, Pichigua
08, Cusco,08, Espinar,07, Suyckutambo
08, Cusco,08, Espinar,08, Alto Pichigua
08, Cusco,09, La Convención,01, Santa Ana
08, Cusco,09, La Convención,02, Echarate
08, Cusco,09, La Convención,03, Huayopata
08, Cusco,09, La Convención,04, Maranura
08, Cusco,09, La Convención,05, Ocobamba
08, Cusco,09, La Convención,06, Quellouno
08, Cusco,09, La Convención,07, Kimbiri
08, Cusco,09, La Convención,08, Santa Teresa
08, Cusco,09, La Convención,09, Vilcabamba
08, Cusco,09, La Convención,10, Pichari
08, Cusco,09, La Convención,11, Inkawasi
08, Cusco,09, La Convención,12, Villa Virgen
08, Cusco,09, La Convención,13, Villa Kintiarina
08, Cusco,09, La Convención,14, Megantoni
08, Cusco,09, La Convención,15, Kumpirushiato
08, Cusco,09, La Convención,16, Cielo Punco
08, Cusco,09, La Convención,17, Manitea
08, Cusco,09, La Convención,18, Unión Ashaninka
08, Cusco,10, Paruro,01, Paruro
08, Cusco,10, Paruro,02, Accha
08, Cusco,10, Paruro,03, Ccapi
08, Cusco,10, Paruro,04, Colcha
08, Cusco,10, Paruro,05, Huanoquite
08, Cusco,10, Paruro,06, Omacha
08, Cusco,10, Paruro,07, Paccaritambo
08, Cusco,10, Paruro,08, Pillpinto
08, Cusco,10, Paruro,09, Yaurisque
08, Cusco,11, Paucartambo,01, Paucartambo
08, Cusco,11, Paucartambo,02, Caicay
08, Cusco,11, Paucartambo,03, Challabamba
08, Cusco,11, Paucartambo,04, Colquepata
08, Cusco,11, Paucartambo,05, Huancarani
08, Cusco,11, Paucartambo,06, Kosñipata
08, Cusco,12, Quispicanchi,01, Urcos
08, Cusco,12, Quispicanchi,02, Andahuaylillas
08, Cusco,12, Quispicanchi,03, Camanti
08, Cusco,12, Quispicanchi,04, Ccarhuayo
08, Cusco,12, Quispicanchi,05, Ccatca
08, Cusco,12, Quispicanchi,06, Cusipata
08, Cusco,12, Quispicanchi,07, Huaro
08, Cusco,12, Quispicanchi,08, Lucre
08, Cusco,12, Quispicanchi,09, Marcapata
08, Cusco,12, Quispicanchi,10, Ocongate
08, Cusco,12, Quispicanchi,11, Oropesa
08, Cusco,12, Quispicanchi,12, Quiquijana
08, Cusco,13, Urubamba,01, Urubamba
08, Cusco,13, Urubamba,02, Chinchero
08, Cusco,13, Urubamba,03, Huayllabamba
08, Cusco,13, Urubamba,04, Machupicchu
08, Cusco,13, Urubamba,05, Maras
08, Cusco,13, Urubamba,06, Ollantaytambo
08, Cusco,13, Urubamba,07, Yucay
09, Huancavelica,01, Huancavelica,01, Huancavelica
09, Huancavelica,01, Huancavelica,02, Acobambilla
09, Huancavelica,01, Huancavelica,03, Acoria
09, Huancavelica,01, Huancavelica,04, Conayca
09, Huancavelica,01, Huancavelica,05, Cuenca
09, Huancavelica,01, Huancavelica,06, Huachocolpa
09, Huancavelica,01, Huancavelica,07, Huayllahuara
09, Huancavelica,01, Huancavelica,08, Izcuchaca
09, Huancavelica,01, Huancavelica,09, Laria
09, Huancavelica,01, Huancavelica,10, Manta
09, Huancavelica,01, Huancavelica,11, Mariscal Cáceres
09, Huancavelica,01, Huancavelica,12, Moya
09, Huancavelica,01, Huancavelica,13, Nuevo Occoro
09, Huancavelica,01, Huancavelica,14, Palca
09, Huancavelica,01, Huancavelica,15, Pilchaca
09, Huancavelica,01, Huancavelica,16, Vilca
09, Huancavelica,01, Huancavelica,17, Yauli
09, Huancavelica,01, Huancavelica,18, Ascensión
09, Huancavelica,01, Huancavelica,19, Huando
09, Huancavelica,02, Acobamba,01, Acobamba
09, Huancavelica,02, Acobamba,02, Andabamba
09, Huancavelica,02, Acobamba,03, Anta
09, Huancavelica,02, Acobamba,04, Caja
09, Huancavelica,02, Acobamba,05, Marcas
09, Huancavelica,02, Acobamba,06, Paucara
09, Huancavelica,02, Acobamba,07, Pomacocha
09, Huancavelica,02, Acobamba,08, Rosario
09, Huancavelica,03, Angaraes,01, Lircay
09, Huancavelica,03, Angaraes,02, Anchonga
09, Huancavelica,03, Angaraes,03, Callanmarca
09, Huancavelica,03, Angaraes,04, Ccochaccasa
09, Huancavelica,03, Angaraes,05, Chincho
09, Huancavelica,03, Angaraes,06, Congalla
09, Huancavelica,03, Angaraes,07, Huanca-Huanca
09, Huancavelica,03, Angaraes,08, Huayllay Grande
09, Huancavelica,03, Angaraes,09, Julcamarca
09, Huancavelica,03, Angaraes,10, San Antonio de Antaparco
09, Huancavelica,03, Angaraes,11, Santo Tomas de Pata
09, Huancavelica,03, Angaraes,12, Secclla
09, Huancavelica,04, Castrovirreyna,01, Castrovirreyna
09, Huancavelica,04, Castrovirreyna,02, Arma
09, Huancavelica,04, Castrovirreyna,03, Aurahua
09, Huancavelica,04, Castrovirreyna,04, Capillas
09, Huancavelica,04, Castrovirreyna,05, Chupamarca
09, Huancavelica,04, Castrovirreyna,06, Cocas
09, Huancavelica,04, Castrovirreyna,07, Huachos
09, Huancavelica,04, Castrovirreyna,08, Huamatambo
09, Huancavelica,04, Castrovirreyna,09, Mollepampa
09, Huancavelica,04, Castrovirreyna,10, San Juan
09, Huancavelica,04, Castrovirreyna,11, Santa Ana
09, Huancavelica,04, Castrovirreyna,12, Tantara
09, Huancavelica,04, Castrovirreyna,13, Ticrapo
09, Huancavelica,05, Churcampa,01, Churcampa
09, Huancavelica,05, Churcampa,02, Anco
09, Huancavelica,05, Churcampa,03, Chinchihuasi
09, Huancavelica,05, Churcampa,04, El Carmen
09, Huancavelica,05, Churcampa,05, La Merced
09, Huancavelica,05, Churcampa,06, Locroja
09, Huancavelica,05, Churcampa,07, Paucarbamba
09, Huancavelica,05, Churcampa,08, San Miguel de Mayocc
09, Huancavelica,05, Churcampa,09, San Pedro de Coris
09, Huancavelica,05, Churcampa,10, Pachamarca
09, Huancavelica,05, Churcampa,11, Cosme
09, Huancavelica,06, Huaytará,01, Huaytara
09, Huancavelica,06, Huaytará,02, Ayavi
09, Huancavelica,06, Huaytará,03, Córdova
09, Huancavelica,06, Huaytará,04, Huayacundo Arma
09, Huancavelica,06, Huaytará,05, Laramarca
09, Huancavelica,06, Huaytará,06, Ocoyo
09, Huancavelica,06, Huaytará,07, Pilpichaca
09, Huancavelica,06, Huaytará,08, Querco
09, Huancavelica,06, Huaytará,09, Quito-Arma
09, Huancavelica,06, Huaytará,10, San Antonio de Cusicancha
09, Huancavelica,06, Huaytará,11, San Francisco de Sangayaico
09, Huancavelica,06, Huaytará,12, San Isidro
09, Huancavelica,06, Huaytará,13, Santiago de Chocorvos
09, Huancavelica,06, Huaytará,14, Santiago de Quirahuara
09, Huancavelica,06, Huaytará,15, Santo Domingo de Capillas
09, Huancavelica,06, Huaytará,16, Tambo
09, Huancavelica,07, Tayacaja,01, Pampas
09, Huancavelica,07, Tayacaja,02, Acostambo
09, Huancavelica,07, Tayacaja,03, Acraquia
09, Huancavelica,07, Tayacaja,04, Ahuaycha
09, Huancavelica,07, Tayacaja,05, Colcabamba
09, Huancavelica,07, Tayacaja,06, Daniel Hernández
09, Huancavelica,07, Tayacaja,07, Huachocolpa
09, Huancavelica,07, Tayacaja,09, Huaribamba
09, Huancavelica,07, Tayacaja,10, Ñahuimpuquio
09, Huancavelica,07, Tayacaja,11, Pazos
09, Huancavelica,07, Tayacaja,13, Quishuar
09, Huancavelica,07, Tayacaja,14, Salcabamba
09, Huancavelica,07, Tayacaja,15, Salcahuasi
09, Huancavelica,07, Tayacaja,16, San Marcos de Rocchac
09, Huancavelica,07, Tayacaja,17, Surcubamba
09, Huancavelica,07, Tayacaja,18, Tintay Puncu
09, Huancavelica,07, Tayacaja,19, Quichuas
09, Huancavelica,07, Tayacaja,20, Andaymarca
09, Huancavelica,07, Tayacaja,21, Roble
09, Huancavelica,07, Tayacaja,22, Pichos
09, Huancavelica,07, Tayacaja,23, Santiago de Tucuma
09, Huancavelica,07, Tayacaja,24, Lambras
09, Huancavelica,07, Tayacaja,25, Cochabamba
10, Huánuco,01, Huánuco,01, Huanuco
10, Huánuco,01, Huánuco,02, Amarilis
10, Huánuco,01, Huánuco,03, Chinchao
10, Huánuco,01, Huánuco,04, Churubamba
10, Huánuco,01, Huánuco,05, Margos
10, Huánuco,01, Huánuco,06, Quisqui (Kichki)
10, Huánuco,01, Huánuco,07, San Francisco de Cayran
10, Huánuco,01, Huánuco,08, San Pedro de Chaulan
10, Huánuco,01, Huánuco,09, Santa María del Valle
10, Huánuco,01, Huánuco,10, Yarumayo
10, Huánuco,01, Huánuco,11, Pillco Marca
10, Huánuco,01, Huánuco,12, Yacus
10, Huánuco,01, Huánuco,13, San Pablo de Pillao
10, Huánuco,02, Ambo,01, Ambo
10, Huánuco,02, Ambo,02, Cayna
10, Huánuco,02, Ambo,03, Colpas
10, Huánuco,02, Ambo,04, Conchamarca
10, Huánuco,02, Ambo,05, Huacar
10, Huánuco,02, Ambo,06, San Francisco
10, Huánuco,02, Ambo,07, San Rafael
10, Huánuco,02, Ambo,08, Tomay Kichwa
10, Huánuco,03, Dos de Mayo,01, La Unión
10, Huánuco,03, Dos de Mayo,07, Chuquis
10, Huánuco,03, Dos de Mayo,11, Marías
10, Huánuco,03, Dos de Mayo,13, Pachas
10, Huánuco,03, Dos de Mayo,16, Quivilla
10, Huánuco,03, Dos de Mayo,17, Ripan
10, Huánuco,03, Dos de Mayo,21, Shunqui
10, Huánuco,03, Dos de Mayo,22, Sillapata
10, Huánuco,03, Dos de Mayo,23, Yanas
10, Huánuco,04, Huacaybamba,01, Huacaybamba
10, Huánuco,04, Huacaybamba,02, Canchabamba
10, Huánuco,04, Huacaybamba,03, Cochabamba
10, Huánuco,04, Huacaybamba,04, Pinra
10, Huánuco,05, Huamalíes,01, Llata
10, Huánuco,05, Huamalíes,02, Arancay
10, Huánuco,05, Huamalíes,03, Chavín de Pariarca
10, Huánuco,05, Huamalíes,04, Jacas Grande
10, Huánuco,05, Huamalíes,05, Jircan
10, Huánuco,05, Huamalíes,06, Miraflores
10, Huánuco,05, Huamalíes,07, Monzón
10, Huánuco,05, Huamalíes,08, Punchao
10, Huánuco,05, Huamalíes,09, Puños
10, Huánuco,05, Huamalíes,10, Singa
10, Huánuco,05, Huamalíes,11, Tantamayo
10, Huánuco,06, Leoncio Prado,01, Rupa-Rupa
10, Huánuco,06, Leoncio Prado,02, Daniel Alomía Robles
10, Huánuco,06, Leoncio Prado,03, Hermílio Valdizan
10, Huánuco,06, Leoncio Prado,04, José Crespo y Castillo
10, Huánuco,06, Leoncio Prado,05, Luyando
10, Huánuco,06, Leoncio Prado,06, Mariano Damaso Beraun
10, Huánuco,06, Leoncio Prado,07, Pucayacu
10, Huánuco,06, Leoncio Prado,08, Castillo Grande
10, Huánuco,06, Leoncio Prado,09, Pueblo Nuevo
10, Huánuco,06, Leoncio Prado,10, Santo Domingo de Anda
10, Huánuco,07, Marañón,01, Huacrachuco
10, Huánuco,07, Marañón,02, Cholon
10, Huánuco,07, Marañón,03, San Buenaventura
10, Huánuco,07, Marañón,04, La Morada
10, Huánuco,07, Marañón,05, Santa Rosa de Alto Yanajanca
10, Huánuco,08, Pachitea,01, Panao
10, Huánuco,08, Pachitea,02, Chaglla
10, Huánuco,08, Pachitea,03, Molino
10, Huánuco,08, Pachitea,04, Umari
10, Huánuco,09, Puerto Inca,01, Puerto Inca
10, Huánuco,09, Puerto Inca,02, Codo del Pozuzo
10, Huánuco,09, Puerto Inca,03, Honoria
10, Huánuco,09, Puerto Inca,04, Tournavista
10, Huánuco,09, Puerto Inca,05, Yuyapichis
10, Huánuco,10, Lauricocha ,01, Jesús
10, Huánuco,10, Lauricocha ,02, Baños
10, Huánuco,10, Lauricocha ,03, Jivia
10, Huánuco,10, Lauricocha ,04, Queropalca
10, Huánuco,10, Lauricocha ,05, Rondos
10, Huánuco,10, Lauricocha ,06, San Francisco de Asís
10, Huánuco,10, Lauricocha ,07, San Miguel de Cauri
10, Huánuco,11, Yarowilca ,01, Chavinillo
10, Huánuco,11, Yarowilca ,02, Cahuac
10, Huánuco,11, Yarowilca ,03, Chacabamba
10, Huánuco,11, Yarowilca ,04, Aparicio Pomares
10, Huánuco,11, Yarowilca ,05, Jacas Chico
10, Huánuco,11, Yarowilca ,06, Obas
10, Huánuco,11, Yarowilca ,07, Pampamarca
10, Huánuco,11, Yarowilca ,08, Choras
11, Ica,01, Ica ,01, Ica
11, Ica,01, Ica ,02, La Tinguiña
11, Ica,01, Ica ,03, Los Aquijes
11, Ica,01, Ica ,04, Ocucaje
11, Ica,01, Ica ,05, Pachacutec
11, Ica,01, Ica ,06, Parcona
11, Ica,01, Ica ,07, Pueblo Nuevo
11, Ica,01, Ica ,08, Salas
11, Ica,01, Ica ,09, San José de Los Molinos
11, Ica,01, Ica ,10, San Juan Bautista
11, Ica,01, Ica ,11, Santiago
11, Ica,01, Ica ,12, Subtanjalla
11, Ica,01, Ica ,13, Tate
11, Ica,01, Ica ,14, Yauca del Rosario
11, Ica,02, Chincha ,01, Chincha Alta
11, Ica,02, Chincha ,02, Alto Laran
11, Ica,02, Chincha ,03, Chavin
11, Ica,02, Chincha ,04, Chincha Baja
11, Ica,02, Chincha ,05, El Carmen
11, Ica,02, Chincha ,06, Grocio Prado
11, Ica,02, Chincha ,07, Pueblo Nuevo
11, Ica,02, Chincha ,08, San Juan de Yanac
11, Ica,02, Chincha ,09, San Pedro de Huacarpana
11, Ica,02, Chincha ,10, Sunampe
11, Ica,02, Chincha ,11, Tambo de Mora
11, Ica,03, Nasca ,01, Nasca
11, Ica,03, Nasca ,02, Changuillo
11, Ica,03, Nasca ,03, El Ingenio
11, Ica,03, Nasca ,04, Marcona
11, Ica,03, Nasca ,05, Vista Alegre
11, Ica,04, Palpa ,01, Palpa
11, Ica,04, Palpa ,02, Llipata
11, Ica,04, Palpa ,03, Río Grande
11, Ica,04, Palpa ,04, Santa Cruz
11, Ica,04, Palpa ,05, Tibillo
11, Ica,05, Pisco ,01, Pisco
11, Ica,05, Pisco ,02, Huancano
11, Ica,05, Pisco ,03, Humay
11, Ica,05, Pisco ,04, Independencia
11, Ica,05, Pisco ,05, Paracas
11, Ica,05, Pisco ,06, San Andrés
11, Ica,05, Pisco ,07, San Clemente
11, Ica,05, Pisco ,08, Tupac Amaru Inca
12, Junín,01, Huancayo ,01, Huancayo
12, Junín,01, Huancayo ,04, Carhuacallanga
12, Junín,01, Huancayo ,05, Chacapampa
12, Junín,01, Huancayo ,06, Chicche
12, Junín,01, Huancayo ,07, Chilca
12, Junín,01, Huancayo ,08, Chongos Alto
12, Junín,01, Huancayo ,11, Chupuro
12, Junín,01, Huancayo ,12, Colca
12, Junín,01, Huancayo ,13, Cullhuas
12, Junín,01, Huancayo ,14, El Tambo
12, Junín,01, Huancayo ,16, Huacrapuquio
12, Junín,01, Huancayo ,17, Hualhuas
12, Junín,01, Huancayo ,19, Huancan
12, Junín,01, Huancayo ,20, Huasicancha
12, Junín,01, Huancayo ,21, Huayucachi
12, Junín,01, Huancayo ,22, Ingenio
12, Junín,01, Huancayo ,24, Pariahuanca
12, Junín,01, Huancayo ,25, Pilcomayo
12, Junín,01, Huancayo ,26, Pucara
12, Junín,01, Huancayo ,27, Quichuay
12, Junín,01, Huancayo ,28, Quilcas
12, Junín,01, Huancayo ,29, San Agustín
12, Junín,01, Huancayo ,30, San Jerónimo de Tunan
12, Junín,01, Huancayo ,32, Saño
12, Junín,01, Huancayo ,33, Sapallanga
12, Junín,01, Huancayo ,34, Sicaya
12, Junín,01, Huancayo ,35, Santo Domingo de Acobamba
12, Junín,01, Huancayo ,36, Viques
12, Junín,02, Concepción ,01, Concepción
12, Junín,02, Concepción ,02, Aco
12, Junín,02, Concepción ,03, Andamarca
12, Junín,02, Concepción ,04, Chambara
12, Junín,02, Concepción ,05, Cochas
12, Junín,02, Concepción ,06, Comas
12, Junín,02, Concepción ,07, Heroínas Toledo
12, Junín,02, Concepción ,08, Manzanares
12, Junín,02, Concepción ,09, Mariscal Castilla
12, Junín,02, Concepción ,10, Matahuasi
12, Junín,02, Concepción ,11, Mito
12, Junín,02, Concepción ,12, Nueve de Julio
12, Junín,02, Concepción ,13, Orcotuna
12, Junín,02, Concepción ,14, San José de Quero
12, Junín,02, Concepción ,15, Santa Rosa de Ocopa
12, Junín,03, Chanchamayo ,01, Chanchamayo
12, Junín,03, Chanchamayo ,02, Perene
12, Junín,03, Chanchamayo ,03, Pichanaqui
12, Junín,03, Chanchamayo ,04, San Luis de Shuaro
12, Junín,03, Chanchamayo ,05, San Ramón
12, Junín,03, Chanchamayo ,06, Vitoc
12, Junín,04, Jauja ,01, Jauja
12, Junín,04, Jauja ,02, Acolla
12, Junín,04, Jauja ,03, Apata
12, Junín,04, Jauja ,04, Ataura
12, Junín,04, Jauja ,05, Canchayllo
12, Junín,04, Jauja ,06, Curicaca
12, Junín,04, Jauja ,07, El Mantaro
12, Junín,04, Jauja ,08, Huamali
12, Junín,04, Jauja ,09, Huaripampa
12, Junín,04, Jauja ,10, Huertas
12, Junín,04, Jauja ,11, Janjaillo
12, Junín,04, Jauja ,12, Julcán
12, Junín,04, Jauja ,13, Leonor Ordóñez
12, Junín,04, Jauja ,14, Llocllapampa
12, Junín,04, Jauja ,15, Marco
12, Junín,04, Jauja ,16, Masma
12, Junín,04, Jauja ,17, Masma Chicche
12, Junín,04, Jauja ,18, Molinos
12, Junín,04, Jauja ,19, Monobamba
12, Junín,04, Jauja ,20, Muqui
12, Junín,04, Jauja ,21, Muquiyauyo
12, Junín,04, Jauja ,22, Paca
12, Junín,04, Jauja ,23, Paccha
12, Junín,04, Jauja ,24, Pancan
12, Junín,04, Jauja ,25, Parco
